ref_id,head,tail,start codon,stop codon
B0350.2j.2,1,3502,354,3302
B0350.2j.3,1,4047,898,3846
B0353.1a.1,1,1481,52,1278
B0353.1b.1,1,1522,12,1319
B0353.1c.1,1,1487,121,1284
B0353.1c.2,1,1409,43,1206
B0353.1d.1,1,1140,26,937
B0353.1e.1,1,1308,434,1105
B0353.1e.2,1,1059,185,856
B0361.10.1,1,1147,6,611
B0361.10.2,1,731,6,611
B0361.10.3,1,733,6,611
B0361.11.1,1,1784,6,1742
B0361.14.1,1,42,1,42
B0361.2a.1,1,1476,5,1387
B0361.2a.2,1,1500,5,1387
B0361.2b.1,1,431,31,333
B0361.2b.10,1,932,537,839
B0361.2b.11,1,796,401,703
B0361.2b.12,1,484,89,391
B0361.2b.2,1,1472,1077,1379
B0361.2b.3,1,1476,1081,1383
B0361.2b.4,1,1467,1072,1374
B0361.2b.5,1,1461,1066,1368
B0361.2b.6,1,1162,767,1069
B0361.2b.7,1,1469,1064,1366
B0361.2b.8,1,1366,966,1268
B0361.2b.9,1,1028,633,935
B0361.3.1,1,2010,3,1886
B0361.3.2,1,2095,88,1971
B0361.4.1,1,1260,19,996
B0361.5a.1,1,1447,113,1159
B0361.5b.1,1,1438,17,1150
B0361.6.1,1,1340,4,1140
B0361.7.1,1,1467,7,1275
B0361.7.2,1,1471,12,1280
B0361.8.1,1,1538,15,1427
B0361.9.1,1,1076,152,736
B0365.1.1,1,3468,21,3320
B0365.3.1,1,3231,9,2999
B0365.3.2,1,3153,9,2999
B0365.5a.1,1,646,49,516
B0365.5b.1,1,486,47,475
B0365.6.1,1,2722,43,1680
B0365.6.2,1,1927,28,1665
B0365.6.3,1,1955,28,1665
B0365.6.4,1,1926,28,1665
B0365.7.1,1,9828,1,9828
B0365.9.1,1,907,87,761
B0379.1a.1,1,820,58,696
B0379.2.1,1,835,115,795
B0379.3a.1,1,3426,4,3168
B0379.3b.1,1,3414,4,3156
B0379.4a.1,1,1948,85,1122
B0379.4a.2,1,1874,85,1122
B0379.4a.3,1,1606,85,1122
B0379.4b.1,1,2358,58,1533
B0379.4c.1,1,1592,9,761
B0379.6.1,1,459,1,372
B0379.7.1,1,1375,99,1328
B0379.7.2,1,1366,92,1321
B0379.7.3,1,1309,35,1264
B0391.11a.1,1,1216,3,1139
B0391.11b.1,1,807,1,807
B0391.12.1,1,1089,1,993
B0391.14.1,1,782,132,542
B0391.4.1,1,1340,300,1340
B0391.5.1,1,1202,9,1145
B0391.6.1,1,1553,102,1553
B0391.9.1,1,383,25,312
B0393.1.1,1,993,6,836
B0393.1.2,1,1025,38,868
B0393.2.1,1,2026,32,1789
B0393.2.2,1,2129,131,1888
B0393.3.1,1,2154,105,1970
B0393.4.1,1,2616,82,2493
B0393.5.1,1,3868,66,3617
B0393.6.1,1,1533,7,1224
B0393.7.1,1,992,43,846
B0393.8.1,1,664,263,664
B0393.9a.1,1,648,1,567
B0393.9b.1,1,913,149,832
B0395.1.1,1,1947,307,1851
B0395.1.2,1,1654,14,1558
B0395.2.1,1,1559,17,1420
B0395.3.1,1,2039,7,1851
B0395.3.2,1,3065,1033,2877
B0395.3.3,1,2109,77,1921
B0395.3.4,1,2104,72,1916
B0399.1a.1,1,2611,1,2379
B0399.1b.1,1,2542,73,2310
B0399.1b.2,1,2479,10,2247
B0399.1c.1,1,1973,73,1740
B0399.1d.1,1,2275,1,2043
B0399.1e.1,1,2278,211,2046
B0399.1f.1,1,2388,69,2156
B0399.2.1,1,2126,123,2078
B0403.2.1,1,2518,39,2225
B0403.2.2,1,2563,52,2238
B0403.3.1,1,1535,6,818
B0403.3.2,1,1485,6,818
B0403.3.3,1,1474,6,818
B0403.3.4,1,1428,6,818
B0403.3.5,1,1488,13,825
B0403.3.6,1,1462,13,825
B0403.4.1,1,1644,124,1446
B0403.5.1,1,1448,85,1326
B0403.6.1,1,939,137,802
B0410.1.1,1,237,1,237
B0410.2a.1,1,1993,15,1613
B0410.2b.1,1,1972,3,1592
B0410.3.1,1,820,211,561
B0412.1a.1,1,1479,127,1389
B0412.1b.1,1,1335,292,1245
B0412.2.1,1,1661,111,1163
B0412.3a.1,1,3352,4,3276
B0412.3a.2,1,3349,1,3273
B0412.3a.3,1,3517,169,3441
B0412.3b.1,1,2544,1,2460
B0412.3c.1,1,936,1,852
B0412.3d.1,1,3351,3046,3267
B0412.3d.10,1,3340,3035,3256
B0412.3d.11,1,2688,2383,2604
B0412.3d.12,1,558,253,474
B0412.3d.13,1,1712,1407,1628
B0412.3d.14,1,682,377,598
B0412.3d.15,1,652,347,568
B0412.3d.16,1,625,320,541
B0412.3d.17,1,436,131,352
B0412.3d.18,1,510,205,426
B0412.3d.19,1,374,69,290
B0412.3d.2,1,3354,3049,3270
B0412.3d.20,1,350,45,266
B0412.3d.3,1,3367,3062,3283
B0412.3d.4,1,3349,3044,3265
B0412.3d.5,1,3367,3062,3283
B0412.3d.6,1,3357,3052,3273
B0412.3d.7,1,3343,3038,3259
B0412.3d.8,1,3409,3104,3325
B0412.3d.9,1,3242,2937,3158
B0412.3e.1,1,279,1,195
B0412.4.1,1,354,10,180
B0412.4.2,1,227,10,180
B0412.4.3,1,222,16,186
B0414.1.1,1,1152,1,1152
B0414.2.1,1,1158,31,936
B0414.2.2,1,1493,366,1271
B0414.2.3,1,1514,387,1292
B0414.3.1,1,867,37,714
B0414.5.1,1,2806,30,2267
B0414.5.2,1,2816,40,2277
B0414.6.1,1,2496,74,2236
B0414.7a.1,1,4480,60,4316
B0414.7a.2,1,4471,51,4307
B0414.7a.3,1,4440,20,4276
B0414.7b.1,1,4482,60,4322
B0414.8a.1,1,2284,51,2153
B0414.8b.1,1,2276,51,1808
B0416.10.1,1,838,409,714
B0416.11.1,1,455,143,346
B0416.1a.1,1,3987,59,3775
B0416.1b.1,1,3930,59,3718
B0416.1c.1,1,3029,1,2817
B0416.1d.1,1,2972,1,2760
B0416.2.1,1,686,113,616
B0416.3.1,1,1010,66,728
B0416.4.1,1,770,10,666
B0416.5.1,1,1987,18,1541
B0416.6.1,1,1717,31,1380
B0416.7a.1,1,475,14,412
B0416.7a.2,1,487,14,412
B0416.7b.1,1,282,1,192
B0432.1.1,1,1057,5,961
B0432.10.1,1,950,10,921
B0432.10.2,1,1054,114,1025
B0432.10.3,1,1486,546,1457
B0432.11.1,1,692,65,637
B0432.12.1,1,622,1,558
B0432.13.1,1,1491,16,1371
B0432.13.2,1,1433,16,1371
B0432.14a.1,1,562,78,353
B0432.14b.1,1,377,1,168
B0432.2.1,1,721,28,591
B0432.3.1,1,636,1,543
B0432.4.1,1,1159,9,929
B0432.4.2,1,1078,9,929
B0432.5a.1,1,1683,1,1575
B0432.5b.1,1,1531,59,1423
B0432.5c.1,1,1752,85,1644
B0432.7a.1,1,3273,80,2863
B0432.7b.1,1,3019,1,2616
B0432.8.1,1,1062,5,784
B0432.8.2,1,1190,5,784
B0432.8.3,1,1219,5,784
B0432.9.1,1,714,12,650
B0432.9.2,1,874,172,810
B0454.1.1,1,1260,19,1179
B0454.1.2,1,1384,139,1299
B0454.10.1,1,1073,1,972
B0454.2.1,1,975,1,975
B0454.26.1,1,520,23,484
B0454.3.1,1,1090,1,1008
B0454.4.1,1,1011,1,1011
B0454.5.1,1,620,5,601
B0454.6.1,1,1976,5,1762
B0454.6.2,1,2048,77,1834
B0454.7.1,1,1260,1,1236
B0454.8.1,1,1933,10,1893
B0454.9.1,1,1107,6,1052
B0454.9.2,1,1134,33,1079
B0457.1a.1,1,3389,39,3083
B0457.1a.2,1,3651,39,3083
B0457.1b.1,1,3383,39,3077
B0457.1b.2,1,3645,39,3077
B0457.1c.1,1,722,1,345
B0457.2.1,1,1249,132,1097
B0457.2.2,1,1280,132,1097
B0457.4.1,1,885,1,783
B0457.6.1,1,613,30,527
B0462.3.1,1,951,22,951
B0462.4.1,1,398,3,398
B0462.5.1,1,784,21,578
B0464.1.1,1,1747,7,1602
B0464.1.2,1,1768,7,1602
B0464.1.3,1,1789,28,1623
B0464.2a.1,1,3644,19,3471
B0464.2a.2,1,3862,223,3675
B0464.2a.3,1,3756,117,3569
B0464.2d.1,1,718,19,639
B0464.2d.2,1,822,123,743
B0464.2d.3,1,793,94,714
B0464.3.1,1,390,3,251
B0464.4a.1,1,2039,12,1379
B0464.4a.2,1,2022,12,1379
B0464.4a.3,1,2121,94,1461
B0464.4a.4,1,1466,18,1385
B0464.5a.1,1,4215,457,3468
B0464.5a.2,1,3632,355,3366
B0464.5a.3,1,3487,355,3366
B0464.5b.1,1,2870,29,2125
B0464.5b.2,1,2921,80,2176
B0464.5c.1,1,3097,29,2353
B0464.5c.2,1,3148,80,2404
B0464.5c.3,1,2619,29,2353
B0464.5c.4,1,2474,29,2353
B0464.5d.1,1,2605,1,1860
B0464.5d.2,1,2126,1,1860
B0464.5d.3,1,1981,1,1860
B0464.6.1,1,2071,8,1939
B0464.6.2,1,2265,202,2133
B0464.7.1,1,540,6,275
B0464.8.1,1,1123,1,1047
B0464.9.1,1,1228,7,1101
B0478.1a.1,1,1555,37,1428
B0478.1b.1,1,1473,228,1346
B0478.1b.2,1,1483,238,1356
B0478.1b.3,1,1477,232,1350
B0478.3.1,1,707,93,548
B0478.3.2,1,739,53,508
B0491.1.1,1,1425,63,1316
B0491.2.1,1,1042,33,1007
B0491.2.2,1,1182,26,1000
B0491.2.3,1,1173,17,991
B0491.2.4,1,1173,17,991
B0491.2.5,1,1172,16,990
B0491.2.6,1,1170,14,988
B0491.2.7,1,1172,16,990
B0491.3.1,1,815,39,716
B0491.4a.1,1,1595,1,1365
B0491.4b.1,1,1582,27,1352
B0491.5.1,1,1136,6,989
B0491.5.2,1,1119,6,989
B0491.5.3,1,1218,83,1066
B0491.6a.1,1,2082,478,1971
B0491.6b.1,1,2159,549,2048
B0491.7.1,1,974,1,825
B0491.8a.1,1,3004,1,2637
B0491.8b.1,1,2995,1,2628
B0491.8c.1,1,2909,5,2539
B0491.8c.2,1,3081,180,2714
B0495.1.1,1,1148,22,1089
B0495.10a.1,1,2300,5,2158
B0495.10a.2,1,2361,5,2158
B0495.10b.1,1,2259,80,2038
B0495.10c.1,1,2338,5,1990
B0495.2a.1,1,2301,60,2219
B0495.2b.1,1,2296,79,2208
B0495.4.1,1,2054,11,1945
B0495.4.2,1,2096,53,1987
B0495.5.1,1,2275,12,2201
B0495.5.2,1,2288,24,2213
B0495.6.1,1,339,14,277
B0495.7.1,1,3011,4,2691
B0495.7.2,1,2858,4,2691
B0495.7.3,1,3054,47,2734
B0495.8a.1,1,1122,13,954
B0495.8b.1,1,1447,15,227
B0495.8b.2,1,1321,15,227
B0495.8b.3,1,1178,15,227
B0495.9.1,1,932,22,825
B0496.1.1,1,993,53,946
B0496.11.1,1,371,70,264
B0496.2.1,1,1126,62,1126
B0496.3a.1,1,4764,9,4460
B0496.3b.1,1,5049,9,4745
B0496.3c.1,1,2511,1332,2207
B0496.3c.2,1,1691,512,1387
B0496.3d.1,1,4977,9,4673
B0496.3e.1,1,5684,3,5384
B0496.3f.1,1,4947,9,4643
B0496.3g.1,1,4878,106,4578
B0496.3h.1,1,4848,106,4548
B0496.3i.1,1,5092,1,4788
B0496.5.1,1,1298,74,1141
B0496.6.1,1,855,35,751
B0496.7.1,1,503,126,380
B0496.8.1,1,1675,3,1400
B0507.1.1,1,2038,31,1878
B0507.10.1,1,1430,26,1234
B0507.11.1,1,939,1,939
B0507.2.1,1,1560,8,1291
B0507.3a.1,1,1443,11,1309
B0507.3b.1,1,1091,1,957
B0507.4.1,1,636,1,636
B0507.5a.1,1,645,1,645
B0507.5b.1,1,555,1,555
B0507.6.1,1,2130,5,2122
B0507.6.2,1,2181,56,2173
B0507.7.1,1,874,11,697
B0507.8.1,1,1341,86,1276
B0507.9.1,1,836,1,765
B0511.1.1,1,1495,152,1108
B0511.10.1,1,1692,7,1305
B0511.11.1,1,1795,59,1756
B0511.12a.1,1,6962,69,6806
B0511.12b.1,1,6867,57,6716
B0511.13a.1,1,726,1,675
B0511.13b.1,1,1171,23,1120
B0511.13b.2,1,1329,178,1275
B0511.13b.3,1,1185,34,1131
B0511.17.1,1,262,1,243
B0511.19.1,1,666,10,426
B0511.3.1,1,998,414,935
B0511.4.1,1,1188,40,1143
B0511.5.1,1,1116,187,999
B0511.5.2,1,1185,187,999
B0511.6.1,1,1806,8,1642
B0511.7.1,1,1012,4,912
B0511.8.1,1,1689,11,1582
B0511.8.2,1,1705,22,1593
B0511.9a.1,1,895,6,587
B0511.9b.1,1,971,2,559
B0511.9c.1,1,902,7,591
B0511.9d.1,1,869,1,561
B0513.1a.1,1,3634,123,2006
B0513.1a.2,1,3590,123,2006
B0513.1a.3,1,3579,123,2006
B0513.1a.4,1,3647,136,2019
B0513.1b.1,1,2264,1,636
B0513.1c.1,1,3625,123,1997
B0513.1c.2,1,3635,133,2007
B0513.2a.1,1,766,1,633
B0513.2a.2,1,663,1,633
B0513.2b.1,1,214,10,84
B0513.3a.1,1,240,18,206
B0513.3b.1,1,128,1,96
B0513.4a.1,1,441,19,381
B0513.4b.1,1,174,1,114
B0513.5a.1,1,2093,11,1861
B0513.5b.1,1,1783,1,1548
B0513.90.1,1,408,21,320
B0513.9a.1,1,433,1,351
B0513.9b.1,1,427,4,345
B0523.3.1,1,1716,5,1603
B0523.3.2,1,2006,296,1894
B0523.5.1,1,4615,44,3817
B0524.2.1,1,1114,46,1092
B0524.3.1,1,1692,43,1692
B0524.4.1,1,2319,1,2319
B0524.5.1,1,617,49,594
B0524.6.1,1,1860,6,869
B0524.6.2,1,1961,6,869
B0524.6.3,1,2061,6,869
B0545.1a.1,1,2969,187,2301
B0545.1a.2,1,2851,69,2183
B0545.1b.1,1,2822,514,2217
B0545.1b.2,1,2793,485,2188
B0545.1b.3,1,2776,468,2171
B0545.1b.4,1,2695,387,2090
B0545.1b.5,1,2471,163,1866
B0545.1b.6,1,2344,36,1739
B0545.3.1,1,1116,75,1067
B0545.4.1,1,900,464,817
B0545.4.2,1,796,435,788
B0545.4.3,1,584,231,584
B0546.1.1,1,479,14,343
B0546.1.2,1,473,2,331
B0546.1.3,1,583,112,441
B0546.1.4,1,396,9,338
B0546.2a.1,1,1581,27,1337
B0546.2a.2,1,1686,27,1337
B0546.2b.1,1,1209,1,972
B0546.3a.1,1,2162,8,1291
B0546.3a.2,1,1998,1,1284
B0546.3b.1,1,1846,1,975
B0546.3b.2,1,1689,1,975
B0546.3c.1,1,1417,1,546
B0546.3c.2,1,1260,1,546
B0546.4a.1,1,748,32,517
B0546.4b.1,1,1096,32,436
B0546.4c.1,1,320,1,90
B0546.5.1,1,1120,13,1050
B0547.1.1,1,1203,4,1110
B0547.1.2,1,1224,4,1110
B0547.2.1,1,183,1,183
B0547.4a.1,1,966,1,957
B0547.4b.1,1,531,1,522
B0554.1.1,1,228,1,204
B0554.2.1,1,1890,1,1890
B0554.4.1,1,1812,1,1812
B0554.5.1,1,1564,74,1480
B0554.6.1,1,1323,66,1214
B0554.7a.1,1,1452,1,1422
B0554.7b.1,1,603,1,573
B0554.7c.1,1,286,1,258
B0563.1.1,1,564,1,564
B0563.10.1,1,383,16,300
B0563.18.1,1,683,411,683
B0563.2a.1,1,1436,1,864
B0563.2a.2,1,1443,1,864
B0563.2a.3,1,1341,1,864
B0563.2b.1,1,1260,1,861
B0563.4.1,1,1082,15,845
B0563.5.1,1,542,27,371
B0563.6a.1,1,2824,134,1438
B0563.6b.1,1,1581,5,1258
B0563.6c.1,1,1399,134,1399
B0563.7.1,1,901,133,822
B0563.8.1,1,258,1,258
B0563.9.1,1,303,16,231
B0564.10a.1,1,1210,119,1078
B0564.10b.1,1,1231,125,1096
B0564.10c.1,1,678,1,558
B0564.10d.1,1,672,1,546
B0564.11.1,1,1273,4,954
B0564.11.2,1,1284,18,968
B0564.1a.1,1,1193,382,1104
B0564.1a.2,1,1194,383,1105
B0564.1a.3,1,1146,335,1057
B0564.1a.4,1,1136,325,1047
B0564.1a.5,1,1192,359,1081
B0564.1b.1,1,1190,39,374
B0564.1b.10,1,1182,47,382
B0564.1b.11,1,1152,45,380
B0564.1b.2,1,1180,39,374
B0564.1b.3,1,1136,39,374
B0564.1b.4,1,1173,39,374
B0564.1b.5,1,850,39,374
B0564.1b.6,1,1207,66,401
B0564.1b.7,1,1117,66,401
B0564.1b.8,1,1200,49,384
B0564.1b.9,1,1098,49,384
B0564.1c.1,1,973,1,180
B0564.1c.2,1,588,1,180
B0564.2a.1,1,757,1,696
B0564.2b.1,1,293,1,228
B0564.3.1,1,1486,20,1372
B0564.3.2,1,1495,20,1372
B0564.3.3,1,1515,40,1392
B0564.4.1,1,1266,1,1266
B0564.6.1,1,1272,1,1272
B0564.7a.1,1,1944,2,1813
B0564.7a.2,1,1969,22,1833
B0564.7b.1,1,666,1,540
B0564.9.1,1,1272,1,1272
BE0003N10.1.1,1,2461,18,2234
BE0003N10.2.1,1,1660,3,1268
BE0003N10.3a.1,1,2439,1,2160
BE0003N10.3a.2,1,2468,1,2160
BE0003N10.3b.1,1,2253,1,1974
BE0003N10.3b.2,1,2282,1,1974
BE0003N10.6a.1,1,1136,16,1098
BE0003N10.6b.1,1,807,5,769
BE0003N10.6c.1,1,728,1,690
BE0003N10.6d.1,1,482,1,444
BE0003N10.6e.1,1,87,1,87
BE10.1.1,1,1081,71,1045
BE10.2.1,1,1668,39,1556
BE10.2.2,1,1774,149,1666
BE10.3.1,1,1818,66,1679
BE10.4.1,1,1049,56,961
BE10.5.1,1,377,11,325
BE10.5.2,1,420,54,368
C01A2.1a.1,1,1162,310,909
C01A2.1b.1,1,577,3,353
C01A2.1c.1,1,1211,181,504
C01A2.2a.1,1,814,1,663
C01A2.2b.1,1,353,1,252
C01A2.3.1,1,1596,14,1114
C01A2.4.1,1,717,22,645
C01A2.4.2,1,803,105,728
C01A2.5.1,1,1294,83,985
C01A2.6.1,1,840,18,560
C01A2.7a.1,1,673,40,345
C01A2.7b.1,1,730,42,404
C01A2.9.1,1,312,38,208
C01B10.10.1,1,1861,74,1825
C01B10.11.1,1,1125,18,932
C01B10.3.1,1,1302,2,1210
C01B10.44.1,1,756,51,716
C01B10.4a.1,1,1851,16,1758
C01B10.4b.1,1,1794,956,1714
C01B10.4b.2,1,1735,897,1655
C01B10.5a.1,1,764,381,569
C01B10.5b.1,1,501,103,303
C01B10.5c.1,1,483,103,285
C01B10.5e.1,1,631,103,222
C01B10.6a.1,1,1737,1,1521
C01B10.6a.2,1,1756,20,1540
C01B10.6b.1,1,1728,1,1512
C01B10.6c.1,1,1488,1,1272
C01B10.6d.1,1,231,3,131
C01B10.7a.1,1,444,24,410
C01B10.7b.1,1,297,1,180
C01B10.8.1,1,2110,4,1974
C01B10.8.2,1,2160,54,2024
C01B10.9.1,1,1996,35,1702
C01B12.1.1,1,1030,23,919
C01B12.2.1,1,1452,1,1125
C01B12.2.2,1,1251,7,1131
C01B12.3.1,1,1988,2,1840
C01B12.3.2,1,2010,24,1862
C01B12.4.1,1,1415,8,1162
C01B12.5.1,1,1775,58,1734
C01B12.8.1,1,632,106,567
C01B4.1.1,1,1059,1,1059
C01B4.10.1,1,1050,1,1050
C01B4.3.1,1,1059,1,1059
C01B4.5.1,1,984,1,984
C01B4.6.1,1,993,1,993
C01B4.7a.1,1,1428,1,1428
C01B4.7c.1,1,843,1,843
C01B4.7d.1,1,96,1,96
C01B4.8a.1,1,1437,1,1437
C01B4.8b.1,1,225,1,225
C01B4.9a.1,1,1635,1,1635
C01B4.9b.1,1,1179,1,1179
C01B4.9c.1,1,612,1,612
C01B4.9d.1,1,219,1,219
C01B7.1a.1,1,3295,75,2882
C01B7.1a.2,1,3265,47,2854
C01B7.1a.3,1,3231,13,2820
C01B7.1b.1,1,2894,75,1727
C01B7.1b.2,1,1699,47,1699
C01B7.1b.3,1,1818,13,1665
C01B7.1c.1,1,3309,75,2897
C01B7.1c.2,1,3280,47,2869
C01B7.1c.3,1,3252,13,2835
C01B7.1d.1,1,3227,75,2816
C01B7.1d.2,1,3199,47,2788
C01B7.1d.3,1,3165,13,2754
C01B7.4a.1,1,2750,1,2493
C01B7.4a.2,1,2859,33,2525
C01B7.4b.1,1,2292,29,2035
C01B7.4b.2,1,2787,524,2530
C01B7.4b.3,1,2369,29,2035
C01B7.4b.4,1,2711,371,2377
C01B7.6.1,1,11574,1,11301
C01B7.7.1,1,609,1,609
C01B9.1a.1,1,4902,125,4879
C01B9.1b.1,1,5048,61,5025
C01B9.4.1,1,150,1,150
C01C10.1a.1,1,969,3,761
C01C10.1b.1,1,813,1,618
C01C10.2a.1,1,1153,48,662
C01C10.2a.2,1,1267,167,781
C01C10.2a.3,1,1097,1,615
C01C10.2a.4,1,1086,1,615
C01C10.2b.1,1,1212,148,1017
C01C10.3.1,1,1512,3,1178
C01C10.4.1,1,1202,77,922
C01C4.1.1,1,731,41,571
C01C4.1.2,1,700,20,550
C01C4.2.1,1,1628,1,1362
C01C4.3a.1,1,2044,629,1699
C01C4.3a.2,1,1510,95,1165
C01C4.3b.1,1,2421,213,1436
C01C4.3b.2,1,2257,213,1436
C01C4.3c.1,1,2262,1,1500
C01C4.3d.1,1,2228,198,1883
C01C4.3e.1,1,1971,105,1601
C01C4.3f.1,1,2205,28,1860
C01C7.1a.1,1,3580,57,3188
C01C7.1b.1,1,3566,57,3176
C01C7.1b.2,1,3576,57,3176
C01F1.1.1,1,1579,3,1448
C01F1.2.1,1,1329,6,944
C01F1.3a.1,1,1963,2,1897
C01F1.3a.2,1,2056,2,1897
C01F1.3b.1,1,602,1,447
C01F1.4.1,1,1156,13,1014
C01F1.5.1,1,1431,140,1066
C01F1.6.1,1,1807,42,1412
C01F4.2a.1,1,3261,4,2964
C01F4.2b.1,1,3600,4,1872
C01F6.1.1,1,1921,65,1627
C01F6.14.1,1,322,71,295
C01F6.14.2,1,432,181,405
C01F6.14.3,1,333,82,306
C01F6.2.1,1,1625,130,1593
C01F6.4a.1,1,1669,237,1403
C01F6.4c.1,1,857,1,591
C01F6.5.1,1,774,16,687
C01F6.6a.1,1,1857,3,1406
C01F6.6b.1,1,2387,110,1936
C01F6.6c.1,1,1725,3,1274
C01F6.6d.1,1,1794,3,1343
C01F6.6e.1,1,1447,1,996
C01F6.6f.1,1,1516,1,1065
C01F6.6g.1,1,1552,1,1101
C01F6.6h.1,1,1929,3,1478
C01F6.6h.2,1,1781,9,1484
C01F6.6i.1,1,1653,3,1202
C01F6.6j.1,1,1243,1,792
C01F6.8a.1,1,790,9,626
C01F6.8b.1,1,850,9,686
C01F6.9a.1,1,375,3,224
C01F6.9a.2,1,335,9,230
C01F6.9c.1,1,238,1,87
C01G10.1.1,1,3828,171,3812
C01G10.10a.1,1,1533,234,1499
C01G10.10a.2,1,1576,234,1499
C01G10.11a.1,1,1874,298,1434
C01G10.11a.2,1,1586,9,1145
C01G10.11b.1,1,2374,9,1118
C01G10.11b.2,1,2593,129,1238
C01G10.11c.1,1,1305,1,864
C01G10.11d.1,1,1155,1,717
C01G10.11e.1,1,801,1,363
C01G10.11f.1,1,1613,9,1175
C01G10.11f.2,1,1733,129,1295
C01G10.12.1,1,627,13,588
C01G10.14.1,1,553,38,490
C01G10.15.1,1,371,31,333
C01G10.16.1,1,480,180,416
C01G10.17.1,1,318,32,259
C01G10.18.1,1,261,12,212
C01G10.3.1,1,1083,1,975
C01G10.4.1,1,273,16,234
C01G10.5.1,1,293,40,267
C01G10.6.1,1,490,30,299
C01G10.7.1,1,1070,5,979
C01G10.7.2,1,1216,5,979
C01G10.8.1,1,1177,10,1038
C01G10.8.2,1,1072,10,1038
C01G10.8.3,1,1141,10,1038
C01G10.9.1,1,1230,24,1124
C01G10.9.2,1,1464,258,1358
C01G12.1.1,1,1740,32,1303
C01G12.10.1,1,351,35,274
C01G12.10.2,1,383,76,315
C01G12.11.1,1,375,59,298
C01G12.13.1,1,1067,229,1020
C01G12.16.1,1,447,1,300
C01G12.2.1,1,240,1,240
C01G12.3.1,1,706,80,655
C01G12.3.2,1,783,80,655
C01G12.5.1,1,840,1,840
C01G12.6.1,1,318,1,240
C01G12.7.1,1,1966,139,1893
C01G12.8.1,1,3137,46,3093
C01G12.9.1,1,889,55,825
C01G5.25.1,1,687,186,401
C01G5.3.1,1,1225,57,1079
C01G5.4a.1,1,3395,94,3333
C01G5.5.1,1,1010,31,894
C01G5.5.2,1,1023,44,907
C01G5.6.1,1,1396,1,1170
C01G5.6.2,1,1347,8,1177
C01G5.7a.1,1,408,1,408
C01G5.7b.1,1,972,1,471
C01G5.8a.1,1,2903,230,2827
C01G5.8b.1,1,2733,1334,2659
C01G5.8b.2,1,2725,1326,2651
C01G5.8b.3,1,2756,1357,2682
C01G5.8b.4,1,2694,1295,2620
C01G5.8b.5,1,2678,1279,2604
C01G5.8b.6,1,1409,10,1335
C01G5.9.1,1,1626,258,1538
C01G6.1a.1,1,1195,7,879
C01G6.1a.2,1,1194,7,879
C01G6.1a.3,1,1209,22,894
C01G6.1b.1,1,1087,7,864
C01G6.1b.2,1,1217,7,864
C01G6.1b.3,1,1416,7,864
C01G6.1b.4,1,1200,7,864
C01G6.1b.5,1,1163,7,864
C01G6.1b.6,1,1232,22,879
C01G6.2.1,1,738,43,690
C01G6.2.2,1,705,10,657
C01G6.3.1,1,1279,1,1164
C01G6.3.2,1,1289,11,1174
C01G6.4.1,1,992,19,531
C01G6.4.2,1,1129,153,665
C01G6.4.3,1,940,25,537
C01G6.5.1,1,3678,59,2917
C01G6.5.2,1,3689,59,2917
C01G6.6a.1,1,2170,4,2052
C01G6.6a.2,1,2217,47,2095
C01G6.7.1,1,1696,3,1625
C01G6.8a.1,1,3281,4,2790
C01G6.8a.2,1,3207,1,2787
C01G6.8b.1,1,3232,33,2741
C01G6.8b.2,1,3129,1,2709
C01G6.8c.1,1,3197,394,2703
C01G6.8c.2,1,2877,148,2457
C01G6.8c.3,1,2951,148,2457
C01G6.9.1,1,1245,66,1169
C01G8.1a.1,1,1245,132,1079
C01G8.1b.1,1,1228,115,1059
C01G8.2.1,1,1395,11,1318
C01G8.2.2,1,1448,11,1318
C01G8.3.1,1,1231,11,982
C01G8.3.2,1,1273,6,977
C01G8.4.1,1,1023,19,843
C01G8.4.2,1,1020,16,840
C01G8.5a.1,1,2360,97,1788
C01G8.5a.2,1,1952,97,1788
C01G8.5b.1,1,2290,60,1754
C01G8.5b.2,1,2326,60,1754
C01G8.5b.3,1,1918,60,1754
C01G8.6.1,1,1277,26,1060
C01G8.9a.1,1,5931,1,5064
C01G8.9c.1,1,6378,205,5511
C01G8.9c.2,1,6380,158,5464
C01G8.9c.3,1,6327,154,5460
C01G8.9d.1,1,6502,410,5635
C01H6.1.1,1,986,26,949
C01H6.2.1,1,2187,131,2137
C01H6.3.1,1,1010,181,744
C01H6.3.2,1,971,181,744
C01H6.4.1,1,1652,120,1337
C01H6.4.2,1,1611,79,1296
C01H6.5a.1,1,2879,238,2004
C01H6.5b.1,1,2574,38,1699
C01H6.5b.2,1,2589,53,1714
C01H6.5c.1,1,2411,223,1536
C01H6.5d.1,1,2195,1,1320
C01H6.5e.1,1,2182,222,1307
C01H6.5e.2,1,2570,610,1695
C01H6.5e.3,1,2578,618,1703
C01H6.5e.4,1,2423,463,1548
C01H6.5e.5,1,2219,259,1344
C01H6.5f.1,1,2580,38,1705
C01H6.6.1,1,1767,82,1485
C01H6.6.2,1,1831,82,1485
C01H6.7a.1,1,2162,27,1937
C01H6.7a.2,1,2227,92,2002
C01H6.7a.3,1,2274,139,2049
C01H6.7b.1,1,2168,92,1840
C01H6.7b.2,1,2177,101,1849
C01H6.8a.1,1,904,132,737
C01H6.8b.1,1,605,40,447
C01H6.9.1,1,3021,2,2851
