ref_id,ALL,UTR5,CDS,UTR3
B0286.1.2,1-1049,1-205,206-898,899-1049
B0286.1.3,1-1107,1-263,264-956,957-1107
B0286.2a.1,1-4420,,1-4017,4018-4420
B0286.2b.1,1-1783,,1-1380,1381-1783
B0286.3.1,1-1476,1-82,83-1354,1355-1476
B0286.4a.1,1-1600,1-58,59-1393,1394-1600
B0286.4a.2,1-1884,1-342,343-1677,1678-1884
B0286.4b.1,1-1345,1-35,36-1139,1140-1345
B0286.4c.1,1-1620,1-459,460-1413,1414-1620
B0286.4c.2,1-1469,1-308,309-1262,1263-1469
B0286.4c.3,1-1747,1-586,587-1540,1541-1747
B0286.4c.4,1-1679,1-518,519-1472,1473-1679
B0286.4c.5,1-1542,1-381,382-1335,1336-1542
B0286.4c.6,1-1313,1-152,153-1106,1107-1313
B0286.4d.1,1-1290,1-6,7-1083,1084-1290
B0286.5.1,1-1380,1-118,119-1090,1091-1380
B0286.6.1,1-1181,1-267,268-1107,1108-1181
B0294.1.1,1-627,,1-435,436-627
B0294.3.1,1-567,,1-567,
B0302.1a.1,1-4038,1-8,9-3722,3723-4038
B0302.1a.2,1-4081,1-8,9-3722,3723-4081
B0302.1b.1,1-3771,1-8,9-3401,3402-3771
B0302.2.1,1-409,1-307,308-409,
B0302.4.1,1-219,,1-96,97-219
B0302.5.1,1-772,1-19,20-517,518-772
B0303.11a.1,1-2933,1-52,53-2782,2783-2933
B0303.11a.2,1-3005,1-124,125-2854,2855-3005
B0303.11b.1,1-2979,1-52,53-2836,2837-2979
B0303.11b.2,1-3051,1-124,125-2908,2909-3051
B0303.14.1,1-1581,1-28,29-1252,1253-1581
B0303.15.1,1-688,1-3,4-591,592-688
B0303.16.1,1-927,,1-927,
B0303.2.1,1-978,1-1,2-823,824-978
B0303.2.2,1-977,,1-822,823-977
B0303.3.1,1-1876,1-3,4-1350,1351-1876
B0303.3.2,1-1643,1-3,4-1350,1351-1643
B0303.3.3,1-1641,1-3,4-1350,1351-1641
B0303.3.4,1-1915,1-42,43-1389,1390-1915
B0303.3.5,1-1914,1-41,42-1388,1389-1914
B0303.3.6,1-1910,1-37,38-1384,1385-1910
B0303.3.7,1-1647,1-10,11-1357,1358-1647
B0303.4.1,1-2184,1-19,20-1870,1871-2184
B0303.4.2,1-2276,1-111,112-1962,1963-2276
B0303.7a.1,1-1826,1-17,18-1499,1500-1826
B0303.7b.1,1-1837,1-106,107-1510,1511-1837
B0303.8.1,1-809,1-3,4-723,724-809
B0303.9.1,1-2026,,1-1812,1813-2026
B0304.1a.1,1-1116,1-67,68-1030,1031-1116
B0304.1b.1,1-1063,1-2,3-977,978-1063
B0304.1b.2,1-1128,1-67,68-1042,1043-1128
B0304.1c.1,1-1085,1-2,3-962,963-1085
B0304.1c.2,1-1150,1-67,68-1027,1028-1150
B0304.2.1,1-815,1-22,23-679,680-815
B0304.3.1,1-1721,1-15,16-1620,1621-1721
B0304.4.1,1-639,1-102,103-489,490-639
B0304.4.2,1-625,1-88,89-475,476-625
B0304.5.1,1-1087,1-16,17-1033,1034-1087
B0304.5.2,1-1047,,1-1017,1018-1047
B0304.6.1,1-992,,1-984,985-992
B0304.7.1,1-1068,,1-1068,
B0304.8.1,1-1020,,1-1020,
B0304.9.1,1-1065,,1-1065,
B0310.1a.1,1-1092,,1-795,796-1092
B0310.1b.1,1-1340,1-164,165-1043,1044-1340
B0310.2a.1,1-1592,1-10,11-1252,1253-1592
B0310.2b.1,1-1403,1-10,11-1063,1064-1403
B0310.3.1,1-1784,1-386,387-1640,1641-1784
B0310.3.2,1-1557,1-158,159-1412,1413-1557
B0310.3.3,1-1456,1-59,60-1313,1314-1456
B0310.3.4,1-1400,1-10,11-1264,1265-1400
B0310.5a.1,1-1892,1-151,152-1747,1748-1892
B0310.5b.1,1-2613,1-151,152-667,668-2613
B0310.5b.2,1-2750,1-151,152-667,668-2750
B0310.6.1,1-410,1-48,49-336,337-410
B0331.1.1,1-1537,1-2,3-1511,1512-1537
B0331.2.1,1-1823,1-1,2-1573,1574-1823
B0334.1.1,1-571,1-27,28-447,448-571
B0334.1.2,1-545,1-1,2-421,422-545
B0334.10.1,1-553,1-4,5-553,
B0334.11a.1,1-1659,1-7,8-1354,1355-1659
B0334.11b.1,1-1646,,1-1341,1342-1646
B0334.13.1,1-497,1-36,37-411,412-497
B0334.15.1,1-694,1-62,63-497,498-694
B0334.15.2,1-549,1-62,63-497,498-549
B0334.2.1,1-1017,1-84,85-930,931-1017
B0334.2.2,1-1076,1-143,144-989,990-1076
B0334.20.1,1-206,1-5,6-206,
B0334.3a.1,1-2012,,1-1905,1906-2012
B0334.3a.2,1-2088,1-76,77-1981,1982-2088
B0334.3b.1,1-2052,1-253,254-1945,1946-2052
B0334.3b.2,1-2038,1-239,240-1931,1932-2038
B0334.3b.3,1-2022,1-223,224-1915,1916-2022
B0334.3b.4,1-2018,1-219,220-1911,1912-2018
B0334.4.1,1-826,1-11,12-644,645-826
B0334.5.1,1-1416,,1-1263,1264-1416
B0334.6.1,1-1374,1-2,3-1187,1188-1374
B0334.7.1,1-1017,,1-1017,
B0334.8a.1,1-3929,,1-3549,3550-3929
B0334.8b.1,1-429,,1-231,232-429
B0336.10.1,1-469,1-5,6-428,429-469
B0336.10.2,1-514,1-12,13-435,436-514
B0336.10.3,1-521,1-5,6-428,429-521
B0336.10.4,1-483,1-12,13-435,436-483
B0336.11a.1,1-1740,1-1,2-1705,1706-1740
B0336.11b.1,1-1737,1-757,758-1702,1703-1737
B0336.11b.2,1-1181,1-201,202-1146,1147-1181
B0336.12.1,1-501,,1-282,283-501
B0336.13.1,1-635,1-12,13-432,433-635
B0336.1a.1,1-2815,1-59,60-2450,2451-2815
B0336.1a.2,1-2797,1-33,34-2424,2425-2797
B0336.1b.1,1-2602,,1-2229,2230-2602
B0336.2.1,1-1115,1-1,2-547,548-1115
B0336.2.10,1-1275,1-61,62-607,608-1275
B0336.2.11,1-1073,1-3,4-549,550-1073
B0336.2.12,1-828,1-3,4-549,550-828
B0336.2.2,1-1116,1-1,2-547,548-1116
B0336.2.3,1-1217,1-1,2-547,548-1217
B0336.2.4,1-1158,1-1,2-547,548-1158
B0336.2.5,1-1333,1-119,120-665,666-1333
B0336.2.6,1-1312,1-98,99-644,645-1312
B0336.2.7,1-1142,1-29,30-575,576-1142
B0336.2.8,1-1245,1-29,30-575,576-1245
B0336.2.9,1-1272,1-58,59-604,605-1272
B0336.3a.1,1-2896,1-38,39-2198,2199-2896
B0336.3b.1,1-2893,1-38,39-2177,2178-2893
B0336.3c.1,1-2899,1-38,39-2204,2205-2899
B0336.3d.1,1-2701,1-38,39-2006,2007-2701
B0336.4a.1,1-1991,1-261,262-1740,1741-1991
B0336.4b.1,1-1893,1-255,256-1635,1636-1893
B0336.5a.1,1-862,1-108,109-714,715-862
B0336.5b.1,1-878,1-118,119-733,734-878
B0336.6.1,1-1556,1-24,25-1434,1435-1556
B0336.6.2,1-1568,1-34,35-1444,1445-1568
B0336.7a.1,1-1578,1-18,19-1524,1525-1578
B0336.7b.1,1-1554,1-264,265-1500,1501-1554
B0336.8.1,1-433,1-3,4-360,361-433
B0336.9a.1,1-2381,,1-2250,2251-2381
B0336.9b.1,1-2414,1-327,328-2319,2320-2414
B0336.9b.2,1-2399,1-312,313-2304,2305-2399
B0336.9b.3,1-2401,1-314,315-2306,2307-2401
B0336.9b.4,1-2933,1-846,847-2838,2839-2933
B0336.9b.5,1-2396,1-309,310-2301,2302-2396
B0336.9c.1,1-2924,1-3,4-204,205-2924
B0336.9c.2,1-2841,1-5,6-206,207-2841
B0336.9d.1,1-2354,1-3,4-2259,2260-2354
B0336.9e.1,1-2392,1-3,4-228,229-2392
B0336.9e.2,1-571,1-3,4-228,229-571
B0344.2.1,1-2088,1-1,2-1663,1664-2088
B0348.1.1,1-264,,1-264,
B0348.10.1,1-610,1-231,232-396,397-610
B0348.2a.1,1-461,1-157,158-418,419-461
B0348.2b.1,1-271,1-8,9-71,72-271
B0348.4a.1,1-4939,1-182,183-4442,4443-4939
B0348.4a.2,1-4973,1-182,183-4442,4443-4973
B0348.4b.1,1-5005,1-182,183-4478,4479-5005
B0348.4b.2,1-4975,1-182,183-4478,4479-4975
B0348.4c.1,1-2239,1-182,183-1961,1962-2239
B0348.4d.1,1-5248,1-182,183-4721,4722-5248
B0348.4d.2,1-5218,1-182,183-4721,4722-5218
B0348.4e.1,1-5182,1-182,183-4685,4686-5182
B0348.4e.2,1-5216,1-182,183-4685,4686-5216
B0348.4f.1,1-4930,1-182,183-4403,4404-4930
B0348.4f.2,1-4900,1-182,183-4403,4404-4900
B0348.4g.1,1-4864,1-182,183-4367,4368-4864
B0348.4g.2,1-4901,1-182,183-4367,4368-4901
B0348.4h.1,1-4687,1-182,183-4160,4161-4687
B0348.4h.2,1-4657,1-182,183-4160,4161-4657
B0348.4i.1,1-4621,1-182,183-4124,4125-4621
B0348.4i.2,1-4655,1-182,183-4124,4125-4655
B0348.4j.1,1-4750,1-182,183-4223,4224-4750
B0348.4j.2,1-4720,1-182,183-4223,4224-4720
B0348.4k.1,1-4684,1-182,183-4187,4188-4684
B0348.4k.2,1-4718,1-182,183-4187,4188-4718
B0348.4l.1,1-4507,1-182,183-3980,3981-4507
B0348.4l.2,1-4477,1-182,183-3980,3981-4477
B0348.4m.1,1-4441,1-182,183-3944,3945-4441
B0348.4m.2,1-4475,1-182,183-3944,3945-4475
B0348.4n.1,1-5164,1-182,183-4637,4638-5164
B0348.4n.2,1-5134,1-182,183-4637,4638-5134
B0348.4o.1,1-5098,1-182,183-4601,4602-5098
B0348.4o.2,1-5132,1-182,183-4601,4602-5132
B0348.4p.1,1-4921,1-182,183-4394,4395-4921
B0348.4p.2,1-4891,1-182,183-4394,4395-4891
B0348.4q.1,1-4855,1-182,183-4358,4359-4855
B0348.4q.2,1-4889,1-182,183-4358,4359-4889
B0348.4r.1,1-4846,1-182,183-4319,4320-4846
B0348.4r.2,1-4816,1-182,183-4319,4320-4816
B0348.4s.1,1-4780,1-182,183-4283,4284-4780
B0348.4s.2,1-4814,1-182,183-4283,4284-4814
B0348.4t.1,1-4603,1-182,183-4076,4077-4603
B0348.4t.2,1-4573,1-182,183-4076,4077-4573
B0348.4u.1,1-4537,1-182,183-4040,4041-4537
B0348.4u.2,1-4571,1-182,183-4040,4041-4571
B0348.4v.1,1-4666,1-182,183-4139,4140-4666
B0348.4v.2,1-4636,1-182,183-4139,4140-4636
B0348.4w.1,1-4600,1-182,183-4103,4104-4600
B0348.4w.2,1-4634,1-182,183-4103,4104-4634
B0348.4x.1,1-4423,1-182,183-3896,3897-4423
B0348.4x.2,1-4393,1-182,183-3896,3897-4393
B0348.4y.1,1-4366,1-182,183-3860,3861-4366
B0348.4y.2,1-4391,1-182,183-3860,3861-4391
B0348.5a.1,1-1327,1-120,121-1206,1207-1327
B0348.5b.1,1-1028,1-109,110-907,908-1028
B0348.6a.1,1-1103,1-4,5-751,752-1103
B0348.6a.2,1-940,1-4,5-751,752-940
B0348.6b.1,1-1108,1-4,5-760,761-1108
B0348.6b.2,1-949,1-4,5-760,761-949
B0348.6c.1,1-1106,1-4,5-757,758-1106
B0348.6c.2,1-946,1-4,5-757,758-946
B0348.6c.3,1-987,1-10,11-763,764-987
B0350.2a.1,1-1203,1-32,33-986,987-1203
B0350.2a.2,1-1132,1-31,32-985,986-1132
B0350.2b.1,1-2981,1-63,64-2781,2782-2981
B0350.2b.2,1-5759,1-2841,2842-5559,5560-5759
B0350.2b.3,1-5656,1-2738,2739-5456,5457-5656
B0350.2b.4,1-5692,1-2738,2739-5456,5457-5692
B0350.2b.5,1-5654,1-2735,2736-5453,5454-5654
B0350.2b.6,1-4848,1-1929,1930-4647,4648-4848
B0350.2c.1,1-5952,1-127,128-5731,5732-5952
B0350.2c.2,1-5844,1-19,20-5623,5624-5844
B0350.2c.3,1-5770,1-19,20-5623,5624-5770
B0350.2d.1,1-2628,1-40,41-2428,2429-2628
B0350.2d.10,1-5649,1-3060,3061-5448,5449-5649
B0350.2d.11,1-3516,1-925,926-3313,3314-3516
B0350.2d.2,1-5673,1-3085,3086-5473,5474-5673
B0350.2d.3,1-5676,1-3088,3089-5476,5477-5676
B0350.2d.4,1-5670,1-3082,3083-5470,5471-5670
B0350.2d.5,1-5665,1-3077,3078-5465,5466-5665
B0350.2d.6,1-5613,1-3025,3026-5413,5414-5613
B0350.2d.7,1-2983,1-395,396-2783,2784-2983
B0350.2d.8,1-2388,,1-2388,
B0350.2d.9,1-5677,1-3088,3089-5476,5477-5677
B0350.2e.1,1-5874,1-127,128-5653,5654-5874
B0350.2e.2,1-5766,1-19,20-5545,5546-5766
B0350.2e.3,1-5692,1-19,20-5545,5546-5692
B0350.2f.1,1-21843,1-127,128-21112,21113-21843
B0350.2f.2,1-21735,1-19,20-21004,21005-21735
B0350.2f.3,1-21668,1-19,20-21004,21005-21668
B0350.2h.1,1-5775,1-127,128-5575,5576-5775
B0350.2h.2,1-5667,1-19,20-5467,5468-5667
B0350.2i.1,1-5535,1-2209,2210-5314,5315-5535
B0350.2i.2,1-4300,1-974,975-4079,4080-4300
B0350.2i.3,1-3605,1-353,354-3458,3459-3605
B0350.2j.1,1-5678,1-2529,2530-5478,5479-5678
B0350.2j.2,1-3502,1-353,354-3302,3303-3502
B0350.2j.3,1-4047,1-897,898-3846,3847-4047
B0353.1a.1,1-1481,1-51,52-1278,1279-1481
B0353.1b.1,1-1522,1-11,12-1319,1320-1522
B0353.1c.1,1-1487,1-120,121-1284,1285-1487
B0353.1c.2,1-1409,1-42,43-1206,1207-1409
B0353.1d.1,1-1140,1-25,26-937,938-1140
B0353.1e.1,1-1308,1-433,434-1105,1106-1308
B0353.1e.2,1-1059,1-184,185-856,857-1059
B0361.10.1,1-1147,1-5,6-611,612-1147
B0361.10.2,1-731,1-5,6-611,612-731
B0361.10.3,1-733,1-5,6-611,612-733
B0361.11.1,1-1784,1-5,6-1742,1743-1784
B0361.14.1,1-42,,1-42,
B0361.2a.1,1-1476,1-4,5-1387,1388-1476
B0361.2a.2,1-1500,1-4,5-1387,1388-1500
B0361.2b.1,1-431,1-30,31-333,334-431
B0361.2b.10,1-932,1-536,537-839,840-932
B0361.2b.11,1-796,1-400,401-703,704-796
B0361.2b.12,1-484,1-88,89-391,392-484
B0361.2b.2,1-1472,1-1076,1077-1379,1380-1472
B0361.2b.3,1-1476,1-1080,1081-1383,1384-1476
B0361.2b.4,1-1467,1-1071,1072-1374,1375-1467
B0361.2b.5,1-1461,1-1065,1066-1368,1369-1461
B0361.2b.6,1-1162,1-766,767-1069,1070-1162
B0361.2b.7,1-1469,1-1063,1064-1366,1367-1469
B0361.2b.8,1-1366,1-965,966-1268,1269-1366
B0361.2b.9,1-1028,1-632,633-935,936-1028
B0361.3.1,1-2010,1-2,3-1886,1887-2010
B0361.3.2,1-2095,1-87,88-1971,1972-2095
B0361.4.1,1-1260,1-18,19-996,997-1260
B0361.5a.1,1-1447,1-112,113-1159,1160-1447
B0361.5b.1,1-1438,1-16,17-1150,1151-1438
B0361.6.1,1-1340,1-3,4-1140,1141-1340
B0361.7.1,1-1467,1-6,7-1275,1276-1467
B0361.7.2,1-1471,1-11,12-1280,1281-1471
B0361.8.1,1-1538,1-14,15-1427,1428-1538
B0361.9.1,1-1076,1-151,152-736,737-1076
B0365.1.1,1-3468,1-20,21-3320,3321-3468
B0365.3.1,1-3231,1-8,9-2999,3000-3231
B0365.3.2,1-3153,1-8,9-2999,3000-3153
B0365.5a.1,1-646,1-48,49-516,517-646
B0365.5b.1,1-486,1-46,47-475,476-486
B0365.6.1,1-2722,1-42,43-1680,1681-2722
B0365.6.2,1-1927,1-27,28-1665,1666-1927
B0365.6.3,1-1955,1-27,28-1665,1666-1955
B0365.6.4,1-1926,1-27,28-1665,1666-1926
B0365.7.1,1-9828,,1-9828,
B0365.9.1,1-907,1-86,87-761,762-907
B0379.1a.1,1-820,1-57,58-696,697-820
B0379.2.1,1-835,1-114,115-795,796-835
B0379.3a.1,1-3426,1-3,4-3168,3169-3426
B0379.3b.1,1-3414,1-3,4-3156,3157-3414
B0379.4a.1,1-1948,1-84,85-1122,1123-1948
B0379.4a.2,1-1874,1-84,85-1122,1123-1874
B0379.4a.3,1-1606,1-84,85-1122,1123-1606
B0379.4b.1,1-2358,1-57,58-1533,1534-2358
B0379.4c.1,1-1592,1-8,9-761,762-1592
B0379.6.1,1-459,,1-372,373-459
B0379.7.1,1-1375,1-98,99-1328,1329-1375
B0379.7.2,1-1366,1-91,92-1321,1322-1366
B0379.7.3,1-1309,1-34,35-1264,1265-1309
B0391.11a.1,1-1216,1-2,3-1139,1140-1216
B0391.11b.1,1-807,,1-807,
B0391.12.1,1-1089,,1-993,994-1089
B0391.14.1,1-782,1-131,132-542,543-782
B0391.4.1,1-1340,1-299,300-1340,
B0391.5.1,1-1202,1-8,9-1145,1146-1202
B0391.6.1,1-1553,1-101,102-1553,
B0391.9.1,1-383,1-24,25-312,313-383
B0393.1.1,1-993,1-5,6-836,837-993
B0393.1.2,1-1025,1-37,38-868,869-1025
B0393.2.1,1-2026,1-31,32-1789,1790-2026
B0393.2.2,1-2129,1-130,131-1888,1889-2129
B0393.3.1,1-2154,1-104,105-1970,1971-2154
B0393.4.1,1-2616,1-81,82-2493,2494-2616
B0393.5.1,1-3868,1-65,66-3617,3618-3868
B0393.6.1,1-1533,1-6,7-1224,1225-1533
B0393.7.1,1-992,1-42,43-846,847-992
B0393.8.1,1-664,1-262,263-664,
B0393.9a.1,1-648,,1-567,568-648
B0393.9b.1,1-913,1-148,149-832,833-913
B0395.1.1,1-1947,1-306,307-1851,1852-1947
B0395.1.2,1-1654,1-13,14-1558,1559-1654
B0395.2.1,1-1559,1-16,17-1420,1421-1559
B0395.3.1,1-2039,1-6,7-1851,1852-2039
B0395.3.2,1-3065,1-1032,1033-2877,2878-3065
B0395.3.3,1-2109,1-76,77-1921,1922-2109
B0395.3.4,1-2104,1-71,72-1916,1917-2104
B0399.1a.1,1-2611,,1-2379,2380-2611
B0399.1b.1,1-2542,1-72,73-2310,2311-2542
B0399.1b.2,1-2479,1-9,10-2247,2248-2479
B0399.1c.1,1-1973,1-72,73-1740,1741-1973
B0399.1d.1,1-2275,,1-2043,2044-2275
B0399.1e.1,1-2278,1-210,211-2046,2047-2278
B0399.1f.1,1-2388,1-68,69-2156,2157-2388
B0399.2.1,1-2126,1-122,123-2078,2079-2126
B0403.2.1,1-2518,1-38,39-2225,2226-2518
B0403.2.2,1-2563,1-51,52-2238,2239-2563
B0403.3.1,1-1535,1-5,6-818,819-1535
B0403.3.2,1-1485,1-5,6-818,819-1485
B0403.3.3,1-1474,1-5,6-818,819-1474
B0403.3.4,1-1428,1-5,6-818,819-1428
B0403.3.5,1-1488,1-12,13-825,826-1488
B0403.3.6,1-1462,1-12,13-825,826-1462
B0403.4.1,1-1644,1-123,124-1446,1447-1644
B0403.5.1,1-1448,1-84,85-1326,1327-1448
B0403.6.1,1-939,1-136,137-802,803-939
B0410.1.1,1-237,,1-237,
B0410.2a.1,1-1993,1-14,15-1613,1614-1993
B0410.2b.1,1-1972,1-2,3-1592,1593-1972
B0410.3.1,1-820,1-210,211-561,562-820
B0412.1a.1,1-1479,1-126,127-1389,1390-1479
B0412.1b.1,1-1335,1-291,292-1245,1246-1335
B0412.2.1,1-1661,1-110,111-1163,1164-1661
B0412.3a.1,1-3352,1-3,4-3276,3277-3352
B0412.3a.2,1-3349,,1-3273,3274-3349
B0412.3a.3,1-3517,1-168,169-3441,3442-3517
B0412.3b.1,1-2544,,1-2460,2461-2544
B0412.3c.1,1-936,,1-852,853-936
B0412.3d.1,1-3351,1-3045,3046-3267,3268-3351
B0412.3d.10,1-3340,1-3034,3035-3256,3257-3340
B0412.3d.11,1-2688,1-2382,2383-2604,2605-2688
B0412.3d.12,1-558,1-252,253-474,475-558
B0412.3d.13,1-1712,1-1406,1407-1628,1629-1712
B0412.3d.14,1-682,1-376,377-598,599-682
B0412.3d.15,1-652,1-346,347-568,569-652
B0412.3d.16,1-625,1-319,320-541,542-625
B0412.3d.17,1-436,1-130,131-352,353-436
B0412.3d.18,1-510,1-204,205-426,427-510
B0412.3d.19,1-374,1-68,69-290,291-374
B0412.3d.2,1-3354,1-3048,3049-3270,3271-3354
B0412.3d.20,1-350,1-44,45-266,267-350
B0412.3d.3,1-3367,1-3061,3062-3283,3284-3367
B0412.3d.4,1-3349,1-3043,3044-3265,3266-3349
B0412.3d.5,1-3367,1-3061,3062-3283,3284-3367
B0412.3d.6,1-3357,1-3051,3052-3273,3274-3357
B0412.3d.7,1-3343,1-3037,3038-3259,3260-3343
B0412.3d.8,1-3409,1-3103,3104-3325,3326-3409
B0412.3d.9,1-3242,1-2936,2937-3158,3159-3242
B0412.3e.1,1-279,,1-195,196-279
B0412.4.1,1-354,1-9,10-180,181-354
B0412.4.2,1-227,1-9,10-180,181-227
B0412.4.3,1-222,1-15,16-186,187-222
B0414.1.1,1-1152,,1-1152,
B0414.2.1,1-1158,1-30,31-936,937-1158
B0414.2.2,1-1493,1-365,366-1271,1272-1493
B0414.2.3,1-1514,1-386,387-1292,1293-1514
B0414.3.1,1-867,1-36,37-714,715-867
B0414.5.1,1-2806,1-29,30-2267,2268-2806
B0414.5.2,1-2816,1-39,40-2277,2278-2816
B0414.6.1,1-2496,1-73,74-2236,2237-2496
B0414.7a.1,1-4480,1-59,60-4316,4317-4480
B0414.7a.2,1-4471,1-50,51-4307,4308-4471
B0414.7a.3,1-4440,1-19,20-4276,4277-4440
B0414.7b.1,1-4482,1-59,60-4322,4323-4482
B0414.8a.1,1-2284,1-50,51-2153,2154-2284
B0414.8b.1,1-2276,1-50,51-1808,1809-2276
B0416.10.1,1-838,1-408,409-714,715-838
B0416.11.1,1-455,1-142,143-346,347-455
B0416.1a.1,1-3987,1-58,59-3775,3776-3987
B0416.1b.1,1-3930,1-58,59-3718,3719-3930
B0416.1c.1,1-3029,,1-2817,2818-3029
B0416.1d.1,1-2972,,1-2760,2761-2972
B0416.2.1,1-686,1-112,113-616,617-686
B0416.3.1,1-1010,1-65,66-728,729-1010
B0416.4.1,1-770,1-9,10-666,667-770
B0416.5.1,1-1987,1-17,18-1541,1542-1987
B0416.6.1,1-1717,1-30,31-1380,1381-1717
B0416.7a.1,1-475,1-13,14-412,413-475
B0416.7a.2,1-487,1-13,14-412,413-487
B0416.7b.1,1-282,,1-192,193-282
B0432.1.1,1-1057,1-4,5-961,962-1057
B0432.10.1,1-950,1-9,10-921,922-950
B0432.10.2,1-1054,1-113,114-1025,1026-1054
B0432.10.3,1-1486,1-545,546-1457,1458-1486
B0432.11.1,1-692,1-64,65-637,638-692
B0432.12.1,1-622,,1-558,559-622
B0432.13.1,1-1491,1-15,16-1371,1372-1491
B0432.13.2,1-1433,1-15,16-1371,1372-1433
B0432.14a.1,1-562,1-77,78-353,354-562
B0432.14b.1,1-377,,1-168,169-377
B0432.2.1,1-721,1-27,28-591,592-721
B0432.3.1,1-636,,1-543,544-636
B0432.4.1,1-1159,1-8,9-929,930-1159
B0432.4.2,1-1078,1-8,9-929,930-1078
B0432.5a.1,1-1683,,1-1575,1576-1683
B0432.5b.1,1-1531,1-58,59-1423,1424-1531
B0432.5c.1,1-1752,1-84,85-1644,1645-1752
B0432.7a.1,1-3273,1-79,80-2863,2864-3273
B0432.7b.1,1-3019,,1-2616,2617-3019
B0432.8.1,1-1062,1-4,5-784,785-1062
B0432.8.2,1-1190,1-4,5-784,785-1190
B0432.8.3,1-1219,1-4,5-784,785-1219
B0432.9.1,1-714,1-11,12-650,651-714
B0432.9.2,1-874,1-171,172-810,811-874
B0454.1.1,1-1260,1-18,19-1179,1180-1260
B0454.1.2,1-1384,1-138,139-1299,1300-1384
B0454.10.1,1-1073,,1-972,973-1073
B0454.2.1,1-975,,1-975,
B0454.26.1,1-520,1-22,23-484,485-520
B0454.3.1,1-1090,,1-1008,1009-1090
B0454.4.1,1-1011,,1-1011,
B0454.5.1,1-620,1-4,5-601,602-620
B0454.6.1,1-1976,1-4,5-1762,1763-1976
B0454.6.2,1-2048,1-76,77-1834,1835-2048
B0454.7.1,1-1260,,1-1236,1237-1260
B0454.8.1,1-1933,1-9,10-1893,1894-1933
B0454.9.1,1-1107,1-5,6-1052,1053-1107
B0454.9.2,1-1134,1-32,33-1079,1080-1134
B0457.1a.1,1-3389,1-38,39-3083,3084-3389
B0457.1a.2,1-3651,1-38,39-3083,3084-3651
B0457.1b.1,1-3383,1-38,39-3077,3078-3383
B0457.1b.2,1-3645,1-38,39-3077,3078-3645
B0457.1c.1,1-722,,1-345,346-722
B0457.2.1,1-1249,1-131,132-1097,1098-1249
B0457.2.2,1-1280,1-131,132-1097,1098-1280
B0457.4.1,1-885,,1-783,784-885
B0457.6.1,1-613,1-29,30-527,528-613
B0462.3.1,1-951,1-21,22-951,
B0462.4.1,1-398,1-2,3-398,
B0462.5.1,1-784,1-20,21-578,579-784
B0464.1.1,1-1747,1-6,7-1602,1603-1747
B0464.1.2,1-1768,1-6,7-1602,1603-1768
B0464.1.3,1-1789,1-27,28-1623,1624-1789
B0464.2a.1,1-3644,1-18,19-3471,3472-3644
B0464.2a.2,1-3862,1-222,223-3675,3676-3862
B0464.2a.3,1-3756,1-116,117-3569,3570-3756
B0464.2d.1,1-718,1-18,19-639,640-718
B0464.2d.2,1-822,1-122,123-743,744-822
B0464.2d.3,1-793,1-93,94-714,715-793
B0464.3.1,1-390,1-2,3-251,252-390
B0464.4a.1,1-2039,1-11,12-1379,1380-2039
B0464.4a.2,1-2022,1-11,12-1379,1380-2022
B0464.4a.3,1-2121,1-93,94-1461,1462-2121
B0464.4a.4,1-1466,1-17,18-1385,1386-1466
B0464.5a.1,1-4215,1-456,457-3468,3469-4215
B0464.5a.2,1-3632,1-354,355-3366,3367-3632
B0464.5a.3,1-3487,1-354,355-3366,3367-3487
B0464.5b.1,1-2870,1-28,29-2125,2126-2870
B0464.5b.2,1-2921,1-79,80-2176,2177-2921
B0464.5c.1,1-3097,1-28,29-2353,2354-3097
B0464.5c.2,1-3148,1-79,80-2404,2405-3148
B0464.5c.3,1-2619,1-28,29-2353,2354-2619
B0464.5c.4,1-2474,1-28,29-2353,2354-2474
B0464.5d.1,1-2605,,1-1860,1861-2605
B0464.5d.2,1-2126,,1-1860,1861-2126
B0464.5d.3,1-1981,,1-1860,1861-1981
B0464.6.1,1-2071,1-7,8-1939,1940-2071
B0464.6.2,1-2265,1-201,202-2133,2134-2265
B0464.7.1,1-540,1-5,6-275,276-540
B0464.8.1,1-1123,,1-1047,1048-1123
B0464.9.1,1-1228,1-6,7-1101,1102-1228
B0478.1a.1,1-1555,1-36,37-1428,1429-1555
B0478.1b.1,1-1473,1-227,228-1346,1347-1473
B0478.1b.2,1-1483,1-237,238-1356,1357-1483
B0478.1b.3,1-1477,1-231,232-1350,1351-1477
B0478.3.1,1-707,1-92,93-548,549-707
B0478.3.2,1-739,1-52,53-508,509-739
B0491.1.1,1-1425,1-62,63-1316,1317-1425
B0491.2.1,1-1042,1-32,33-1007,1008-1042
B0491.2.2,1-1182,1-25,26-1000,1001-1182
B0491.2.3,1-1173,1-16,17-991,992-1173
B0491.2.4,1-1173,1-16,17-991,992-1173
B0491.2.5,1-1172,1-15,16-990,991-1172
B0491.2.6,1-1170,1-13,14-988,989-1170
B0491.2.7,1-1172,1-15,16-990,991-1172
B0491.3.1,1-815,1-38,39-716,717-815
B0491.4a.1,1-1595,,1-1365,1366-1595
B0491.4b.1,1-1582,1-26,27-1352,1353-1582
B0491.5.1,1-1136,1-5,6-989,990-1136
B0491.5.2,1-1119,1-5,6-989,990-1119
